helpfulness_cat,neg,pos,CONTRADITON,ENTAILMENT,Subjective
1.0,0.035,0.124,0.1087964698672294,0.0059473090805113,0.4717391304347826
1.0,0.141,0.196,0.5039724111557007,0.0525490827858448,0.5833080808080808
1.0,0.1,0.267,0.0759190544486045,0.007763413246721,0.56991341991342
1.0,0.098,0.179,0.6256409883499146,0.0214426554739475,0.6355291005291005
1.0,0.052,0.279,0.0094563830643892,0.0763987824320793,0.5726190476190476
1.0,0.1,0.189,0.5548602938652039,0.0240608993917703,0.7532679738562091
1.0,0.061,0.209,0.0302522424608469,0.016492448747158,0.5346938775510204
0.0,0.112,0.112,0.0336073078215122,0.0496882572770118,0.39722222222222225
1.0,0.091,0.187,0.0,0.0,0.5320726495726493
1.0,0.142,0.177,0.0,0.0,0.5905824589722896
0.0,0.146,0.134,0.030093602836132,0.0100546535104513,0.5486111111111112
1.0,0.075,0.0,0.0213965624570846,0.27499720454216,0.03333333333333333
1.0,0.246,0.084,0.0432889983057975,0.0045371013693511,0.47865079365079366
1.0,0.009,0.242,0.8883159160614014,0.0030964182224124,0.6688235294117648
1.0,0.112,0.089,0.0,0.0,0.4571071874442661
1.0,0.116,0.063,0.0,0.0,0.41464285714285715
1.0,0.023,0.213,0.0048768310807645,0.0155130950734019,0.5809936095650381
1.0,0.038,0.119,0.1115040555596351,0.0154408244416117,0.675
1.0,0.142,0.064,0.2741598784923553,0.0190808605402708,0.6391414141414142
1.0,0.043,0.184,0.2002192437648773,0.0506073832511901,0.5055194805194806
1.0,0.102,0.168,0.0,0.0,0.5288155515370704
1.0,0.042,0.227,0.3194014132022857,0.0558290742337703,0.6690476190476191
1.0,0.087,0.125,0.0,0.0,0.4494155844155844
1.0,0.057,0.22,0.0067859343253076,0.0153198176994919,0.5514444444444444
1.0,0.148,0.221,0.0720177367329597,0.0395325236022472,0.4942156862745096
1.0,0.076,0.207,0.1099486127495765,0.0118822269141674,0.6284259259259258
1.0,0.0,0.256,0.0165368597954511,0.0197629388421773,0.5868055555555555
1.0,0.014,0.262,0.0051418985240161,0.0070574260316789,0.6600649350649351
1.0,0.077,0.268,0.2076022028923034,0.0044920365326106,0.5492063492063491
1.0,0.023,0.126,0.0044156215153634,0.0024787187576293,0.42999999999999994
1.0,0.078,0.183,0.0,0.0,0.48859863945578236
1.0,0.066,0.13,0.0,0.0,0.5425676865507374
1.0,0.084,0.131,0.0,0.0,0.48257183908045964
0.0,0.036,0.136,0.4048286378383636,0.1342875212430954,0.4819444444444445
0.0,0.166,0.06,0.2191468924283981,0.3066986799240112,0.4958333333333333
1.0,0.119,0.157,0.0,0.0,0.6056737588652482
1.0,0.093,0.267,0.0,0.0,0.5102503052503052
1.0,0.048,0.18,0.2619451284408569,0.0773830935359001,0.7061507936507937
1.0,0.056,0.128,0.0,0.0,0.47269444444444453
1.0,0.03,0.273,0.6381486654281616,0.0084571363404393,0.6263157894736843
1.0,0.038,0.242,0.2012451887130737,0.0702867060899734,0.6440476190476191
1.0,0.09,0.218,0.0940190404653549,0.0290184542536735,0.6482638888888889
1.0,0.06,0.189,0.280868262052536,0.061998400837183,0.5102654625068418
1.0,0.094,0.127,0.0122433928772807,0.030287742614746,0.65625
0.0,0.096,0.061,0.1044984608888626,0.009342691861093,0.4444444444444444
1.0,0.066,0.169,0.0456720739603042,0.0143819535151124,0.5363636363636364
1.0,0.059,0.093,0.0124985082074999,0.0218628644943237,0.5631313131313131
1.0,0.046,0.185,0.0049983467906713,0.004612214397639,0.48636363636363633
1.0,0.045,0.193,0.7231293320655823,0.022384425625205,0.4407407407407407
1.0,0.097,0.102,0.0,0.0,0.4662262506012506
1.0,0.1,0.062,0.1430899053812027,0.0138563141226768,0.4231249999999999
1.0,0.008,0.224,0.2220915853977203,0.0607589818537235,0.6539434523809524
1.0,0.101,0.071,0.1295729577541351,0.0344279296696186,0.5766666666666667
1.0,0.062,0.203,0.1846061646938324,0.0659728571772575,0.4081601731601733
1.0,0.118,0.192,0.0230815075337886,0.0278321839869022,0.6142857142857142
1.0,0.111,0.096,0.0,0.0,0.40250208855472014
1.0,0.118,0.153,0.4878383874893188,0.0053264768794178,0.424812030075188
1.0,0.06,0.134,0.0,0.0,0.4445573440643863
1.0,0.083,0.178,0.0,0.0,0.4933770939205721
1.0,0.051,0.233,0.0603802986443042,0.252906858921051,0.75
1.0,0.113,0.064,0.0,0.0,0.5267995570321151
1.0,0.046,0.05,0.0214689522981643,0.00600929511711,0.5280303030303031
1.0,0.054,0.265,0.0100666023790836,0.0767266154289245,0.4589743589743589
1.0,0.091,0.105,0.0409240648150444,0.0120749911293387,0.5777777777777778
1.0,0.044,0.174,0.0,0.0,0.535318109120926
1.0,0.107,0.119,0.0,0.0,0.5118469642663189
1.0,0.072,0.205,0.0282946284860372,0.0110880248248577,0.6056651681651681
1.0,0.12,0.277,0.0011221211170777,0.0087807839736342,0.5875
0.0,0.087,0.107,0.0228143781423568,0.022346943616867,0.685
0.0,0.088,0.141,0.0168403629213571,0.0048090768977999,0.49285714285714294
1.0,0.055,0.051,0.0,0.0,0.35532879818594104
1.0,0.088,0.168,0.0,0.0,0.4426149425287356
1.0,0.135,0.143,0.0,0.0,0.6208876811594203
1.0,0.099,0.201,0.1997362822294235,0.0056317299604415,0.49509803921568624
1.0,0.063,0.149,0.0,0.0,0.4904863374560345
1.0,0.03,0.221,0.1364777684211731,0.0137481242418289,0.4955128205128204
1.0,0.054,0.201,0.0572779029607772,0.2216253578662872,0.7393518518518519
0.0,0.113,0.172,0.0065688295289874,0.0076394723728299,0.5258333333333334
0.0,0.073,0.074,0.1640546321868896,0.0190703663975,0.4369791666666667
1.0,0.032,0.201,0.0,0.0,0.48473919870978704
1.0,0.054,0.181,0.0150474952533841,0.0147000849246978,0.5057416267942583
1.0,0.013,0.161,0.1366972923278808,0.0058700791560113,0.5043290043290043
1.0,0.076,0.13,0.0276741497218608,0.1167034208774566,0.5109523809523809
1.0,0.009,0.142,0.0430831275880336,0.0297245029360055,0.5112470862470861
1.0,0.079,0.177,0.3347440958023071,0.0802853778004646,0.5666418650793651
0.0,0.14,0.103,0.1783412843942642,0.1670929789543151,0.28445165945165946
1.0,0.138,0.053,0.1090187802910804,0.0318813547492027,0.45769274376417235
1.0,0.036,0.212,0.0640106424689292,0.0061429091729223,0.48958333333333337
0.0,0.091,0.113,0.0606831759214401,0.0218872241675853,0.5590196078431372
1.0,0.108,0.229,0.3692080378532409,0.0134556163102388,0.6126984126984127
1.0,0.101,0.158,0.0,0.0,0.44381961259079883
1.0,0.013,0.262,0.0182977337390184,0.173614501953125,0.49861111111111106
1.0,0.126,0.111,0.2270955145359039,0.034039344638586,0.46293650793650787
1.0,0.049,0.149,0.074318341910839,0.0401954390108585,0.584469696969697
1.0,0.05,0.136,0.0,0.0,0.48524147247551513
1.0,0.041,0.171,0.0,0.0,0.5176406926406927
1.0,0.071,0.138,0.0,0.0,0.4976126472094213
1.0,0.042,0.284,0.140435978770256,0.0463977195322513,0.5193722943722944
1.0,0.144,0.132,0.0,0.0,0.5626965002868616
1.0,0.205,0.073,0.0357051864266395,0.0865558385848999,0.4081140350877193
1.0,0.046,0.127,0.1085678562521934,0.0322183519601821,0.5501976284584981
1.0,0.126,0.204,0.0,0.0,0.5666919191919192
1.0,0.123,0.212,0.0148323085159063,0.0105830421671271,0.4562222222222222
1.0,0.115,0.093,0.0,0.0,0.4574752996436671
1.0,0.087,0.186,0.0808859691023826,0.0325127094984054,0.5503787878787879
0.0,0.111,0.139,0.0059646749868988,0.0009096135618165,0.46428571428571436
1.0,0.106,0.257,0.0268044788390398,0.1081842482089996,0.6669312169312169
1.0,0.131,0.129,0.0260383877903223,0.029131619259715,0.5623511904761906
1.0,0.072,0.141,0.0160116013139486,0.0034552882425487,0.5422619047619047
1.0,0.064,0.196,0.0,0.0,0.5591666666666668
1.0,0.047,0.174,0.0271716546267271,0.0134138846769928,0.5941742654508613
1.0,0.142,0.24,0.0052944864146411,0.0772896036505699,0.6411111111111111
1.0,0.04,0.244,0.0120147112756967,0.0053923302330076,0.6004464285714286
0.0,0.204,0.126,0.311159998178482,0.0457065254449844,0.5106307435254804
1.0,0.093,0.125,0.0999612957239151,0.1968357414007187,0.5960568417090156
1.0,0.107,0.124,0.0,0.0,0.3924463793781976
1.0,0.128,0.197,0.8495645523071289,0.0152159696444869,0.5367521367521367
1.0,0.202,0.129,0.1882717609405517,0.1240512877702713,0.5654761904761905
0.0,0.182,0.138,0.0702717900276184,0.031899482011795,0.5350414078674949
1.0,0.095,0.115,0.1807959377765655,0.109491229057312,0.6044444444444445
1.0,0.089,0.131,0.0402156263589859,0.0761400982737541,0.6166666666666668
1.0,0.069,0.116,0.0895476415753364,0.1237374097108841,0.5692307692307692
1.0,0.057,0.123,0.0,0.0,0.4651470229117287
1.0,0.183,0.162,0.0,0.0,0.6167435897435896
1.0,0.069,0.049,0.1874330341815948,0.0534909926354885,0.35583333333333333
0.0,0.222,0.098,0.0343147777020931,0.4698734283447265,0.6482456140350877
0.0,0.091,0.12,0.2268837839365005,0.0586160719394683,0.6516666666666666
0.0,0.111,0.143,0.4066142439842224,0.011021627113223,0.47602272727272726
0.0,0.191,0.108,0.1401451528072357,0.0397997535765171,0.5548484848484848
1.0,0.0,0.234,0.0107106007635593,0.0058274804614484,0.5676041666666667
1.0,0.017,0.203,0.0154771944507956,0.022311421111226,0.5198412698412698
1.0,0.075,0.068,0.0,0.0,0.5750306809592524
1.0,0.099,0.096,0.0,0.0,0.4915043290043291
1.0,0.065,0.214,0.1050914078950882,0.0221342481672763,0.5681917631917631
1.0,0.096,0.168,0.6549884080886841,0.0098270457237958,0.5988806431663577
1.0,0.091,0.222,0.0,0.0,0.6006513926325246
1.0,0.088,0.091,0.0,0.0,0.5296640316205533
1.0,0.025,0.186,0.0030430760234594,0.0036087008193135,0.488768115942029
1.0,0.101,0.1,0.0528933182358741,0.0154184447601437,0.5136469221835074
1.0,0.0,0.152,0.0064750178717076,0.0010160034289583,0.38556547619047615
1.0,0.094,0.166,0.0087730968371033,0.0133228190243244,0.5208333333333334
1.0,0.048,0.229,0.0050180898979306,0.056880947202444,0.4541208791208792
1.0,0.047,0.11,0.3183405101299286,0.0101014450192451,0.571019721019721
1.0,0.044,0.144,0.0115613648667931,0.035278744995594,0.4696875
1.0,0.14,0.148,0.225576564669609,0.0200116205960512,0.5397727272727274
1.0,0.117,0.114,0.0,0.0,0.5286318824404761
1.0,0.042,0.138,0.0823643058538436,0.0664505586028099,0.41052631578947374
1.0,0.157,0.235,0.9332090020179749,0.0048310649581253,0.7162499999999999
1.0,0.111,0.068,0.5990158319473267,0.016521668061614,0.6714285714285714
1.0,0.099,0.166,0.0,0.0,0.5693790283790285
1.0,0.066,0.146,0.0,0.0,0.5789712248535777
1.0,0.186,0.105,0.2246277928352356,0.0176600608974695,0.5325736961451247
1.0,0.063,0.152,0.0131912967190146,0.111793078482151,0.6041666666666666
1.0,0.055,0.094,0.0,0.0,0.4989422527158374
1.0,0.092,0.15,0.3487437069416046,0.0435781553387641,0.7185515873015873
1.0,0.099,0.108,0.0184467136859893,0.0060607809573411,0.5611111111111111
1.0,0.232,0.09,0.0913212820887565,0.1135845854878425,0.6464285714285715
0.0,0.081,0.0,0.0485129691660404,0.0071423971094191,0.39625220458553784
1.0,0.14,0.152,0.0,0.0,0.5374962779724684
1.0,0.156,0.146,0.0,0.0,0.6055409164104816
1.0,0.075,0.122,0.0,0.0,0.4922855359372212
1.0,0.0,0.148,0.0037209757138043,0.0966769158840179,0.575
1.0,0.1,0.188,0.0723284482955932,0.0530208349227905,0.5083333333333333
0.0,0.12,0.155,0.011073064059019,0.0018622267525643,0.4444444444444444
1.0,0.155,0.088,0.0419368632137775,0.0406160168349742,0.5216666666666667
1.0,0.107,0.072,0.0,0.0,0.37849378881987583
1.0,0.133,0.194,0.0902280062437057,0.0084604751318693,0.4166666666666667
1.0,0.058,0.21,0.0,0.0,0.5477955015998494
1.0,0.092,0.226,0.0070040626451373,0.0594303794205188,0.6380952380952382
0.0,0.059,0.0,0.8155234456062317,0.0139262648299336,0.21875
0.0,0.241,0.059,0.0058671603910624,0.0517691150307655,0.47619047619047616
1.0,0.071,0.146,0.0039614401757717,0.0505778305232524,0.5662333864965445
1.0,0.09,0.146,0.6327195167541504,0.077484130859375,0.7334848484848484
1.0,0.082,0.125,0.0187904089689254,0.0165084432810544,0.4837981859410431
1.0,0.077,0.13,0.0,0.0,0.549787218431286
1.0,0.043,0.203,0.073275439441204,0.0058571388944983,0.5146666666666666
1.0,0.085,0.179,0.0,0.0,0.5609276729559748
1.0,0.136,0.097,0.0927612707018852,0.0608838535845279,0.32291666666666663
1.0,0.039,0.276,0.0128488326445221,0.1051847338676452,0.49337606837606834
0.0,0.117,0.108,0.018061202019453,0.0037207193672657,0.4974914965986394
1.0,0.082,0.14,0.0044332304969429,0.007580820005387,0.4333333333333333
1.0,0.078,0.18,0.0,0.0,0.5047706014223869
1.0,0.12,0.119,0.1449124068021774,0.0039943647570908,0.42321428571428577
0.0,0.164,0.188,0.0912033021450042,0.0086270850151777,0.6251867413632121
1.0,0.042,0.13,0.0095001952722668,0.0766844302415847,0.4491496598639456
1.0,0.031,0.312,0.9560099840164183,0.0048967855982482,0.549647266313933
1.0,0.195,0.212,0.0153641123324632,0.1909259855747223,0.5385931776556776
1.0,0.154,0.145,0.0175706800073385,0.0031535539310425,0.6442708333333333
1.0,0.106,0.094,0.026606235653162,0.039060790091753,0.5995726495726496
1.0,0.129,0.279,0.4889479279518127,0.0339733809232711,0.9666666666666667
1.0,0.118,0.151,0.2181585878133773,0.006713677663356,0.6383512544802868
1.0,0.056,0.108,0.7999900579452515,0.0070201279595494,0.35
1.0,0.114,0.051,0.1628984361886978,0.0883565843105316,0.47118055555555555
1.0,0.043,0.173,0.049032237380743,0.0567621104419231,0.43624338624338627
1.0,0.09,0.284,0.0090218819677829,0.03425944596529,0.5654761904761905
0.0,0.107,0.091,0.0702630504965782,0.028676563873887,0.46406250000000004
1.0,0.07,0.137,0.0648009628057479,0.0276294518262147,0.6411904761904762
1.0,0.014,0.309,0.204306423664093,0.040917545557022,0.5248196248196249
1.0,0.077,0.138,0.1750920563936233,0.0144114913418889,0.8090909090909091
1.0,0.168,0.084,0.0303054507821798,0.0371228493750095,0.3959183673469388
1.0,0.0,0.116,0.0851700976490974,0.0206891074776649,0.45416666666666666
1.0,0.178,0.122,0.1382266730070114,0.073657140135765,0.49142857142857144
1.0,0.073,0.152,0.019886776804924,0.0642958059906959,0.4666666666666666
1.0,0.04,0.219,0.8438668847084045,0.0127240251749753,0.5742073799216657
1.0,0.109,0.116,0.1587530225515365,0.0131424143910408,0.5641975308641975
1.0,0.058,0.198,0.9688646197319032,0.0037677767686545,0.5562049062049061
1.0,0.298,0.017,0.4188253879547119,0.0469881407916545,0.5654970760233917
1.0,0.072,0.142,0.7569077610969543,0.0044848676770925,0.5209539270253556
1.0,0.117,0.069,0.0,0.0,0.4860779377627203
1.0,0.116,0.025,0.1019113883376121,0.1274830847978592,0.6898989898989899
0.0,0.127,0.071,0.098459355533123,0.0472297444939613,0.3972582972582972
