0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
-0.005076442,-0.3820394,-1.1246591,-1.3983972,0.068392664,1.0751612,2.2309334,1.3469632,-1.7870165,-0.46519193,0.1652125,-0.9668412,-0.34577042,0.42964458,0.57392544,0.11136167,0.25431126,-0.891941,0.44326037,1.0803812,0.6834604,-0.10910406,-0.49337372,0.6090378,-0.363954,-1.2042658,-0.3264504,-0.9356158,-1.1196846,-0.40541345,1.5440702,1.4321089,0.15550959,1.4217948,0.5839952,0.07390077,-0.8957655,-0.5614843,-0.50242746,0.20149441,-0.33545595,0.56265306,0.0444517,-1.595881,0.7172005,0.5900833,0.0006758794,0.40694705,-0.17242186,1.5975976,-0.108474515,-0.03074097,1.0260056,-2.0314271,1.3813347,0.6769214,-0.6170631,-1.1006356,0.861036,0.7801616,-0.25210962,0.47028202,0.11678564,-0.4676498,0.42962965,-0.34428647,0.7306868,-1.5167378,-0.7242796,0.06074975,-0.9981345,0.4207611,0.47388875,1.1464752,1.506422,0.42531225,0.8050839,1.1999452,-1.5007944,0.13114879,0.7658708,-0.059931237,-0.3916317,1.6452409,-1.0451207,-0.34004214,-0.4555332,-0.3618548,0.597133,0.020624653,-0.32904595,-0.93159324,-0.8751775,-0.89186674,1.270942,-1.2013252,-0.21548648,-0.07472604,2.1262217,-1.1217822
-1.0692656,-0.4471481,-0.67830604,-1.3296485,0.8971713,0.6048921,0.3509698,2.400438,-2.7819643,-0.19765678,0.60618395,-0.70950097,1.1493611,0.5831519,-1.8819913,0.22681198,0.5353778,-0.010712894,-0.9697773,-0.2148476,-0.5890711,-1.7767519,-0.52839625,1.0968792,0.6434314,-0.11022844,-1.0908061,-0.32182553,-0.38207108,-1.4679186,1.5677228,1.1421627,-1.6668025,1.2489725,0.0063264677,0.97082144,-0.6023333,-0.779203,-0.5494726,1.3352787,2.0839834,0.9140734,1.7355543,-1.1003805,0.027080558,-0.22451714,-0.94113326,-0.59691405,0.6191164,0.25212398,-0.3326453,-0.47420868,1.4097167,0.71899796,0.12103833,1.8498918,0.081855096,-1.2482917,-1.5211424,0.7516035,-0.5201259,-0.45827386,-1.3112636,-1.7863448,-0.93873554,0.9878118,-0.546122,-1.2077447,0.47643444,0.98299986,-1.1505091,1.0029224,0.8924165,0.21196519,-0.06775281,-0.6718802,0.14104496,1.9791353,0.41122428,-0.24008451,0.851698,-1.5659779,-0.85753953,-1.2150971,1.1625437,1.6686754,0.5539649,1.161188,1.1492622,1.8841217,0.74318075,0.95689636,0.36664596,-0.723348,1.526992,-0.97860336,0.089558125,-0.22277579,0.13420686,1.4964474
0.2779071,2.7629247,-1.4602395,-1.0643479,1.4252158,-0.15189198,1.1524885,3.6883621,-1.9198008,-0.9315081,0.52353287,0.111653395,0.13673687,0.95586467,0.33630696,0.05121453,-1.9412874,-0.5370305,-0.5287582,-2.3415127,0.8379843,-1.4274803,0.756325,-0.29574552,0.28830627,-0.46534956,-0.66263604,-0.95905167,0.08414538,-1.4667579,0.27534002,2.837955,1.0275254,-0.7694834,1.0749527,0.08827638,-2.1869617,-1.2142448,1.7892082,-0.8713403,-1.6160333,-2.4518056,-2.5528963,-0.94738734,0.534286,1.4717389,1.54969,1.2247171,-0.27062827,-0.2357635,-2.2455516,0.888902,-2.1757932,-0.8101795,0.9512098,-0.13302663,-0.45265478,1.3081279,-0.28857005,0.18211836,1.7144402,1.7040251,0.76144546,-0.4539565,1.2067833,1.367313,-1.8887851,-0.94321716,0.58132744,-1.3503602,1.827798,0.71247816,0.5296564,-0.063880846,-0.48144925,-0.38506424,-0.74717903,0.2331216,0.5851091,0.96137416,-1.016435,-0.23052005,-0.8794192,1.1912702,-1.0060984,0.9093876,-0.93484116,1.0400801,-0.029696662,-0.15474296,0.13731852,1.5849838,0.101019554,2.1531665,0.47149596,-0.18674295,-0.08821082,-1.0315012,1.5847775,0.040104523
-0.7735921,1.9305472,-1.358555,0.32643878,-0.68165576,-1.520985,1.0348165,1.2623087,-1.1137881,2.1815193,0.52741,-0.75718164,0.9712057,0.9158334,-0.19503349,-0.12642585,0.38164136,0.48424786,-1.5381057,-1.3967608,-0.5523192,-0.13859858,0.049802043,-1.5232544,1.2171822,0.74779826,-3.4519866,-1.8347967,-1.7095913,-0.3055822,2.1092386,3.1582341,-1.4866996,-2.0899055,0.024312152,1.6542014,-2.4574707,0.80494714,1.1746486,1.0539485,0.72679645,-0.6086615,-1.1337866,-2.730469,0.020998264,1.4942878,2.245878,0.6270119,3.2114303,-0.31460527,0.25320676,-0.14647421,2.7409153,1.2394519,0.5955229,0.21134461,0.6684361,1.5417181,0.03827564,-0.6235507,-0.21067485,-1.2244958,1.1127023,-1.7663572,0.49890062,-1.0844045,-0.7691453,0.75234175,1.5917703,1.1082928,0.3900065,0.84750813,-0.6871594,1.0228701,1.8007647,0.059825126,1.1713587,-0.27454716,-2.3062968,-0.2622257,-1.3507061,2.2652984,-0.9446652,0.43432316,0.7547621,-1.0393062,-0.21650492,-1.3522928,0.24216656,-1.274476,1.0919796,0.72541064,1.159189,-0.7322596,1.3431313,1.999612,1.5590721,-1.463015,0.4140836,1.4448057
1.3447906,-0.8758061,-1.42228,-0.36203566,-0.7093828,0.8579329,-0.17405361,1.346903,-1.5515008,-0.7861613,-0.917841,-1.7169737,-0.6676125,0.20487864,0.5369792,0.67333996,0.1398965,0.77432543,-0.19618142,0.15763138,-0.3391234,-0.48238632,0.16170019,0.3328728,-1.6284938,0.2154514,-0.4695179,-0.7881141,0.58903426,1.1632227,1.3713973,0.8855724,-2.1742284,1.0198812,0.0126677025,-0.7463188,-0.25073242,-2.0253837,-0.7080265,-2.4809368,-0.84257203,1.7561152,-0.0870677,-1.4413168,0.9372446,0.19853619,0.58775514,1.1000485,-0.21608388,0.19523688,-1.059749,0.8279712,1.7629179,-0.8278376,-1.0699098,1.4512392,-0.47199592,-0.5108964,-0.17927825,-1.138196,0.115163356,-0.7162137,0.7315933,0.33214682,-0.0028584802,-1.2433175,-2.17795,-0.9286427,-0.32539454,-0.08765172,-1.026033,-2.78853,0.14960223,1.8439149,0.8084432,-0.8329346,0.155625,0.12403113,-1.5964099,0.6811503,1.7796246,-1.2639127,-1.7000072,1.1463698,-0.46795487,0.29434636,0.023653567,0.8467209,0.41487992,-0.17287433,0.051470753,1.727084,0.2846353,-0.38430113,1.328153,0.35885307,-1.0770472,-1.3467011,-0.96772707,1.4613875
0.38680825,1.1256889,1.3642042,-0.17229357,0.52145225,-0.5610597,0.0077324603,1.1168596,-1.5838445,-0.3202133,-0.114906155,0.12307513,1.8025526,-0.11941839,0.36698064,-0.46969277,3.371945,-1.2401543,0.38636953,-0.35384414,0.5507596,1.6195159,-0.6436508,1.5279005,0.40543583,-0.56833035,-2.7382476,0.21749204,3.1379898,-1.3997773,1.625153,0.34876743,-1.6324508,1.2239808,0.28830948,0.7823858,-0.1458279,-1.6859137,0.36098796,-0.42405254,-0.11304877,-0.73556495,0.3070694,0.04354234,-0.18402548,0.77267104,0.6856087,2.2467425,2.0061166,1.0887581,1.5088228,1.8252133,-0.12298606,0.81251544,-0.005184448,-0.6685989,1.1901302,-1.1539007,-0.020929424,-2.0543303,2.9573622,-0.8175375,-0.32907113,-0.88906544,0.5804227,2.558426,-1.7925136,-0.92868227,0.39437336,0.51721483,-1.8598781,0.20086464,-1.9801855,0.097577676,0.55812156,1.0920303,-0.20940468,-0.41763872,-1.1680198,-0.96464515,0.5791551,0.041288856,-1.008632,1.0996832,-2.4842875,0.75581115,-1.9793171,0.2533148,-1.003989,-0.17663853,-1.7461735,0.40508527,0.18676704,0.4638601,1.3622737,0.42040437,-1.7836477,-1.8253028,-1.7267185,1.3623878
-0.9192281,-0.44385487,-1.2274848,-0.75723016,-1.0359727,0.56924284,-0.85412544,1.0210497,-1.6642616,-1.9092003,-1.9505634,-2.5013268,-1.3220633,0.012137917,0.36860943,1.0936313,0.51613504,-0.29308358,1.1285934,-0.3793982,0.90309936,-1.4552466,-0.88657945,1.2536405,0.5018297,-0.94123805,0.1745034,-0.05670723,-1.6352144,-0.6648478,1.2504458,1.6893611,-1.7518318,-0.14013676,0.25545007,0.7418425,-0.38577083,-1.8205492,-1.9285994,0.8453077,2.1195214,0.31493896,-1.5041009,-0.5441453,0.9405137,0.74423844,-0.7861913,-1.6865726,0.7941542,1.4272819,0.5795028,-0.50977606,1.2088743,-0.802196,0.27738166,1.1996603,0.1433563,-0.4634683,-0.021485863,-0.9202355,0.019117009,-0.15448932,-0.341408,0.45581394,-1.4771357,0.20331708,-1.303763,-0.25737292,-0.04398342,1.2587448,1.343771,1.2081345,-1.8985429,-0.007523234,0.98081326,1.1590633,-0.8195123,2.845577,-0.49640617,1.4291761,0.873637,-2.0229924,-0.65227586,1.2323413,0.06444713,1.0751874,0.65568197,-0.015839709,1.0715183,1.0351435,-0.1855224,-0.20351446,-1.5691931,-0.29199874,-0.07295931,0.6345928,0.3609127,0.039526075,0.3416694,1.2518678
-0.3587168,-0.29487014,-0.94672513,2.3443668,0.122502245,-2.186009,-0.23197421,-0.42596534,-1.1459211,0.87501985,-0.9688417,0.93952847,0.73661184,0.4228648,0.054683104,-1.389344,1.5782554,-1.4501338,0.27442452,0.14618893,0.15396763,-0.3773632,-1.0063285,0.3269028,0.24733411,0.37374696,-2.9474597,-0.22006176,-1.6460981,1.19199,-0.8455571,-0.31328702,-1.2914902,0.14681703,-0.6171533,0.08636802,0.6001955,-2.6282055,-0.3711439,-1.9215453,-0.07879327,0.7163704,0.3529307,-2.0677285,0.16310097,0.18810087,0.18676521,-1.3417183,0.39925843,2.5774713,1.1009437,-0.80034006,0.7189542,0.4321379,0.14497414,0.7122527,-1.0111626,-0.3621457,0.52383274,-1.2853072,0.96949166,-1.3866026,0.7964782,0.16680983,-1.638197,1.174836,-1.1356274,0.3209212,0.12284535,0.08051472,0.5438102,-1.7752641,0.666011,1.575684,-0.96748906,-0.036553223,-0.59928995,0.3092465,0.33536425,-0.037569147,1.6244183,0.68696785,-0.40010098,-0.076427735,-0.76935905,-1.3972973,1.2812477,0.07926738,-0.66826266,1.9854083,-0.24947375,1.0858376,0.93329483,-0.39799604,1.0790706,1.257527,0.31054777,-1.4777173,1.5949367,-0.3240296
-0.69194525,2.0461624,-1.1793603,-1.8912928,-0.9311785,-1.9345392,-0.39657497,2.4780715,0.4233768,-0.8558409,0.24342263,-0.8751433,-0.59556854,0.40563452,-0.10909196,-2.3975484,1.5932187,1.8846049,0.86306596,-1.4613478,-0.5720365,-1.4291711,1.6548196,0.788383,1.9247088,0.32433704,-0.69544107,-0.97554576,-0.36943674,2.43291,1.4774193,0.3369828,-1.276744,-0.25869516,-0.2530601,-0.016518356,0.22772306,-0.10793235,-0.14880143,-1.7206892,2.2167673,-0.18440366,-0.92599696,-0.9330111,1.0539231,0.2473946,0.27014726,-0.21684903,0.591295,-0.5525702,-0.7630262,-0.93727875,-0.14704669,-1.2117146,-0.34965795,-0.7463997,-1.0929716,-1.9403952,-1.2632906,-1.3597206,0.54302394,-0.6203033,1.4397833,-0.4064742,0.8631831,2.9584706,0.4099657,-0.44761926,0.071672015,1.4304386,-0.4067981,0.104485154,0.7214377,0.84037465,1.2706357,0.8498179,-1.5684276,-0.53344256,0.24531858,1.5433102,0.76655257,0.06309502,-2.7320988,0.81061697,2.009253,1.2440946,0.4482488,1.6559768,1.590342,-0.91142774,-0.6030362,2.032858,1.2385762,-1.3571141,-0.75285745,1.3136353,-0.9873945,0.30854377,1.0012933,-1.0094392
-0.70596,-0.21296203,-1.9951237,-0.415042,0.33282372,-2.1012828,-0.23874821,1.6109351,-1.0628523,-0.015284842,1.152811,0.03387253,-1.0355729,1.2429832,-1.0016408,-0.21727665,-2.1856258,-0.9198614,-0.7210432,-1.4717453,0.03406663,1.1820573,0.11080689,1.9652737,0.6098516,0.38669237,-1.1623156,0.7761741,-0.8604789,-1.158071,1.3793921,0.0816956,1.2256285,-0.32041934,-0.21454272,2.1706681,1.2670491,-2.3765447,0.0141207175,2.3667698,-0.76923865,0.52619624,-2.4352455,-1.0117941,2.561679,-0.5361985,1.9876212,-0.3325224,1.3239385,2.4418902,0.08526959,-0.14046925,-0.09904242,0.15824299,0.19207786,0.8594865,-1.5300442,-0.81028414,-0.74018884,0.715824,-0.03850817,-0.034980826,-2.0071032,0.4665173,0.19104537,2.0423567,0.5328336,-0.6046741,0.29542693,-0.7134057,-2.287255,-1.1437548,-1.2100723,0.863338,1.8764489,-1.6049325,0.10095361,-0.6099135,0.16210528,-0.55771375,0.4732937,0.4672843,0.65474313,1.7451202,0.06723373,-0.9374118,-0.4202878,1.4099568,0.40729553,1.3386472,-0.24705894,1.4660573,-0.8148167,0.0965393,1.1344752,1.0292134,-0.96474564,0.027483027,2.5340488,-0.4946067
-0.1928264,0.9129141,-1.8941692,0.84986645,-0.49584568,0.45930362,-1.1071334,1.6647314,0.6847793,-0.27940178,0.34940445,1.0208932,1.4287456,0.25745732,0.7018884,-0.34753463,-0.08978374,-0.24377993,0.064646885,-1.3156393,0.6353762,-0.69841737,-1.6241034,-0.0068008215,0.7048507,-0.33461812,-2.691561,0.065125845,0.4042947,2.1955743,-0.5886738,1.732322,-0.7477149,-0.9793812,0.7007144,-0.28202024,-0.3295785,-1.8351748,-1.5244448,-1.1638321,1.1823623,-2.8089056,-0.9999731,-0.71322,1.3231006,0.8901987,-0.8570094,-0.37380284,0.5579869,1.0860453,0.68928653,0.49927843,1.6768247,0.67613,0.7851325,-1.382905,-2.0139718,-0.86654097,1.9108274,-0.89743835,2.060898,2.2114637,-0.41892484,1.4131871,-1.3689125,1.6421472,0.9429126,0.31523785,0.55680496,1.2727178,-1.3303792,-0.0825367,-0.05384352,-1.052326,0.32907096,0.40030205,-1.0284089,1.4475691,-1.1991458,0.33029366,0.6441935,1.8371751,-2.9397907,0.81867653,-0.37487137,-1.1275831,-1.1058301,-1.7599763,-0.5721922,0.8059991,-0.5204775,1.1629366,1.2852122,-0.47755712,1.2182232,3.3315442,0.08711071,-3.106691,-0.44956383,-0.302347
